id,createdAt,questionnaire_age,questionnaire_gender,questionnaire_timestamp,questionnaire_tax_attitude,questionnaire_diet_frequency,questionnaire_discussion_frequency,experiment_timestamp,experiment_comment_text,experiment_experimentVersion,feedback_timestamp,feedback_technical_issues,feedback_interesting_observations
P_2025_04_28_KUDH9N,2025-04-28 17:51:34.488,49,male,2025-04-28T17:51:34.487Z,4,0,4,2025-04-28T17:54:08.767Z,"Extremt låg diskussion, där påhoppen haglar. Konstaterar att många vuxna män inte klarar av att prata sakligt om en fråga som engagerar dem.",experiment1.html,,,
P_2025_04_28_LUHIRK,2025-04-28 17:52:52.184,35,female,2025-04-28T17:52:52.183Z,3,1,0,2025-04-28T17:56:30.187Z,Kommer det finnas någonting alls som inte har skatt till slut? ,experiment2.html,2025-04-28T17:56:59.024Z,,
P_2025_04_28_WKY962,2025-04-28 18:59:40.152,64,male,2025-04-28T18:59:38.906Z,0,3,1,2025-04-28T19:04:54.336Z,En viktig aspekt är att kött eller ultraprocessade köttvaror inte är samma sak. ,experiment1.html,2025-04-28T19:05:15.696Z,,
P_2025_04_28_SVLSX3,2025-04-28 17:56:21.212,30,female,2025-04-28T17:56:21.211Z,1,4,3,2025-04-28T17:58:02.742Z,"Jag tycker inte att beskattning är rätt sätt att få människor att avstå från saker, information till välgrundade beslut är.",experiment1.html,2025-04-28T17:58:29.788Z,,
P_2025_04_28_RYSIHO,2025-04-28 17:52:34.628,47,female,2025-04-28T17:52:34.627Z,2,3,1,2025-04-28T18:01:41.569Z,"Vet inte helt vad jag tycker. Men på något sätt skulle det vara bra att premiera de som sköter om sina djur på ett bra sätt. Folk kommer nog aldrig att helt sluta äta kött, men kanske kan börja äta bättre kvalitet.",experiment4.html,,,
P_2025_04_28_XMEC7J,2025-04-28 18:12:51.766,38,female,2025-04-28T18:12:50.497Z,2,2,0,2025-04-28T18:22:01.434Z,"Blir mörkrädd av kommunikationen i kommentarsfältet, varför gå på varandra för att någon har en viss åsikt om något som handlar om köttkonsumtion. Fokusera på innehållet och var ni står i den frågan istället…",experiment2.html,2025-04-28T18:22:55.778Z,,
P_2025_04_28_734MLO,2025-04-28 18:40:54.013,37,female,2025-04-28T18:40:52.719Z,2,4,0,2025-04-28T18:44:48.457Z,"Håller med om att man bör göra något, men osäker på om skatt är rätt väg att gå. Jag äter mkt viltkött och antar att det skulle exkluderas vid eventuell skatt?! ",experiment3.html,2025-04-28T18:48:07.379Z,Nej,"Noterade mest att man läser kommentarsfält och bara suckar. Även om det inte var ”riktiga” kommentarer så är det exakt sådär det funkar och ofta ser ut i kommentarsfält, oavsett en debattartikel eller ett inlägg i en lokal fb-grupp. Består mest bara personpåhopp, ifrågasättande och en ovilja att förstå och väldigt få relevanta diskussioner. Sorgligt! "
P_2025_04_28_BQPKVL,2025-04-28 19:10:21.744,,,,,,,,,,,,
P_2025_04_28_TOBPW7,2025-04-28 19:31:32.356,44,male,2025-04-28T19:31:30.775Z,1,3,0,2025-04-28T19:39:48.654Z,Intressant artikel för att skapa en debatt. Oavsett skatt på kött eller ej så behöver vi bli mer hållbara i all vår produktion av livsmedel. Det är viktigt för både vår hälsa och natur.,experiment1.html,2025-04-28T19:41:14.571Z,Nej,
P_2025_04_28_IRI2UO,2025-04-28 21:25:46.02,54,male,2025-04-28T21:25:44.561Z,2,3,1,2025-04-28T21:37:16.607Z,"Det här får mig att fundera på alla andra länder där folk inte får tillräckligt med kött och ändå har sämre hälsa som i västvärlden tros orsakas av köttätandet. 
Jag håller däremot om att det är så jobbigt att tänka på alla djur som missköts och lider pga oss människor, men lösningen tror jag inte är att ha skatt på kött. De som vill äta kommer ändå betala även om det blir dyrare!",experiment4.html,2025-04-28T21:38:57.562Z,Nej,Jag tycker att samtalsämnet är rätt så intressant och svårt att ta ställning för.
P_2025_04_28_G3G7IJ,2025-04-28 20:13:01.278,39,female,2025-04-28T20:14:44.381Z,3,3,0,2025-04-28T20:17:30.192Z,Här kommer ytterligare en onödig kommentar...,experiment2.html,,,
P_2025_04_29_WZK7QU,2025-04-29 03:51:59.684,49,female,2025-04-29T03:51:58.566Z,3,3,1,2025-04-29T03:58:35.737Z,"Håller absolut med om att köttkonsumtionen måste minska. Men att införa skatt riskerar att öka samhällsklyftorna. Människor med låg inkomst kommer inte längre ha råd med bra råvaror, kommer öka konsumtion av ultraprocessad skitmat och påverka folkhälsan! ",experiment3.html,2025-04-29T03:59:14.335Z,,
P_2025_04_28_KPLLXV,2025-04-28 20:23:08.908,34,female,2025-04-28T20:23:07.501Z,2,2,0,2025-04-28T20:39:08.732Z,"Jag blir mörkrädd av detta kommentarsfält. 
Jag ser inte att det är en konstig diskussion. Vi betalar skatt absolut. Man kan ju tro att människan ska sluta med något då saker blir dyrare men jag tror att vi inte fungerar så. 
Jag ser absolut att en skatt kan förändra beteendet. Jag tror att det däremot att det straffar det underklassen. jag tror att överklassen och medelklassen äter hälsosammare = mer varierad kost.
Överklassens köttvanor går ner och går mot kvalité förre kvantitet.
Underklassen äter i större utsträckning kött och kommer därför straffas om en sådan skatt införskaffas. Då det idag är billigare att äta kött än att äta vegetariskt.

Summa summarum jag ser positivt på att planeten hade mått bättre om vi drar ner på köttet och färre djur föds upp till att serveras.",experiment3.html,2025-04-28T20:40:21.184Z,,Hur provocerad jag blev av ”kommentarerna. 
P_2025_04_28_TZ2QBX,2025-04-28 20:54:38.383,47,female,2025-04-28T20:54:38.381Z,4,4,1,2025-04-28T20:57:51.730Z,"Jag tycker man ska testa en period och se vad det innebär eller att det påverkas på rätt sätt. Kanske också göra andra proteiner billigare då som är bättre för miljön, så det är tydligt vad alternativen är och att de faktiskt är bra. ",experiment2.html,,,
P_2025_04_28_P2EQM5,2025-04-28 21:31:38.056,38,male,2025-04-28T21:31:36.667Z,0,3,0,2025-04-28T21:35:07.543Z,"Många intressanta perspektiv på en allt annat än lättlöst fråga här i kommentarerna, kul att se",experiment3.html,,,
P_2025_04_29_Q99N0Z,2025-04-29 03:22:36.117,46,female,2025-04-29T03:22:35.004Z,3,3,1,2025-04-29T03:33:46.435Z,"Absolut skatt (tull) på importerat kött, men tycker däremot inte man ska beskatta kött från lokala svenska bönder, speciellt inte ekologiska. Kor som går på naturbete bidrar ju också till mångfald. ",experiment2.html,2025-04-29T03:33:58.058Z,,
P_2025_04_29_GZQ55I,2025-04-29 04:18:37.143,43,female,2025-04-29T04:18:35.847Z,0,3,0,2025-04-29T04:20:26.847Z,Det som oroar mig mest i artikeln är att man inte tar bort skatt på frukt och grönt utan bara straffbeskattar ett livsmedel som är bättre än så mkt annat som säljs. Feltänkt.,experiment1.html,,,
P_2025_04_29_SMKAMS,2025-04-29 04:39:07.676,53,male,2025-04-29T04:39:06.403Z,0,3,3,2025-04-29T04:40:55.333Z,Kött är en naturlig del av dieten för människor. Varför ska den beskattas separat? Sockerskatt vore ett bättre förslag.,experiment2.html,2025-04-29T04:41:12.174Z,,
P_2025_04_29_8WEGIQ,2025-04-29 06:39:13.343,42,female,2025-04-29T06:39:13.342Z,3,3,2,2025-04-29T06:50:20.656Z,"Jag är i dagsläget beredd att betala mer för att äta ekologiskt kött, då jag hoppas och tror att de djuren haft det bättre. Om köttskatten även skulle gå till att ställa större krav på tillverkarna är jag för. ",experiment2.html,2025-04-29T06:54:35.891Z,,"Jag vill bara tillägga att jag inte skulle ha givit mig in i en sådan här debatt. Jag uppskattar att folk ofta ryter ifrån kring tonen, men det ska vara att någon känns särskilt utsatt utan stöd för att jag ska ge mig in. Jag vet hur mycket troll det finns som kan skriva båda inläggen bara för att folk ska bli upprörda."
P_2025_04_29_OUBA5W,2025-04-29 04:50:38.348,48,male,2025-04-29T04:50:37.232Z,2,3,0,2025-04-29T04:53:11.588Z,Det som oroar mig mest i artikeln är hur arga alla är. Tagga ner och lyssna på varandra istället.,experiment1.html,2025-04-29T04:53:53.052Z,,
P_2025_04_29_3FBQGE,2025-04-29 05:05:01.709,52,female,2025-04-29T05:05:01.708Z,1,3,1,2025-04-29T05:09:44.383Z,Jag tycker frågan är stor och behöver belysas bredare. Konsekvenser av att beskatta. Ovan är den för ensidigt belyst och som jag upplever vinklad.,experiment2.html,,,
P_2025_04_29_PH34V4,2025-04-29 05:12:06.266,42,female,2025-04-29T05:12:06.265Z,2,3,0,2025-04-29T05:18:34.506Z,"Skulle säkert vara bra för att få fler att äta mer balanserat, eller hitta sätt för att locka fler till ”närodlat” kött från gårdarna i trakten.",experiment2.html,2025-04-29T05:38:07.015Z,Nej inget speciellt ,Inget speciellt 
P_2025_04_29_9EGTC0,2025-04-29 06:14:47.36,69,female,2025-04-29T06:14:46.226Z,2,3,2,2025-04-29T06:33:52.616Z,"Jag håller inte med om att vi bör införa köttskatt. Det är en källa till protein och nyttigt om det inte är processat.
Att lösa allt med nya skatter är inte nån lösning och alla bör både ha råd med och själv bestämma hur mycket kött de äter",experiment1.html,,,
P_2025_04_29_8HQ3MQ,2025-04-29 06:23:58.475,47,female,2025-04-29T06:23:57.124Z,1,2,1,2025-04-29T06:36:43.181Z,"Att införa en generell 40% skatt på kött riskerar att bli ett oproportionerligt ingrepp i människors valfrihet och kan upplevas som ett försök att tvinga fram vegansk kost, snarare än att främja ett mer hållbart konsumtionsmönster.

En mer träffsäker åtgärd vore att rikta eventuella skatter mot importerat kött med hög klimatpåverkan, vilket skulle kunna fungera som en katalysator för att styra konsumtionen mot mer hållbara och lokala alternativ.

De som vill äta kött ska ha möjlighet att göra det – precis som vi tillåter andra personliga val, exempelvis snusning. Själv äter jag mycket lite kött av hälsoskäl, och när jag gör det väljer jag ekologiskt kött från närliggande gårdar där djuren lever under goda förhållanden.

Istället för att straffbeskatta köttkonsumtion generellt vore det mer effektivt att:
	•	Skärpa djurhållningsregler för bättre djurvälfärd och hållbarhet.
	•	Skapa ekonomiska incitament för produktion och konsumtion av hållbart kött.
	•	Investera i forskning kring tarmflora och kostens påverkan på hälsa.
	•	Utbilda befolkningen om hur kostval påverkar både hälsa och miljö.

En sådan strategi främjar långsiktiga förändringar baserade på kunskap och incitament – inte tvång.",experiment2.html,,,
P_2025_04_29_ZDVMIX,2025-04-29 07:17:21.42,38,female,2025-04-29T07:17:20.151Z,3,0,0,2025-04-29T07:26:54.832Z,"@deltagare19, just det här om att all forskning tyder på att det är bäst att äta kött är intressant, och felaktigt. Det finns otroligt mycket forskning som visar på motsatsen, och rött kött är också orsak till flera sjukdomar, högt blodtryck, kolesterol osv. Jag förstår att du vill göra en poäng, men varför dra till med lögner? ",experiment4.html,2025-04-29T07:28:06.134Z,,
P_2025_04_29_P7OMAG,2025-04-29 07:18:27.896,47,male,2025-04-29T07:18:27.894Z,1,3,1,2025-04-29T07:29:34.698Z,"Jag tror inte på en skatt i konsumentledet som en första åtgärd. Alternativen måste finnas först så att köttätare, inkl mig själv, har ett vettigt alternativ att byta till. En larvburgare måste smaka och se lika aptitlig ut som en vanlig hamburgare. Och i det läget bör man också fundera etiskt ett varv till, är en insekts liv mindre värt än en kos. Varför är det ena livet mer värt än det andra? ",experiment1.html,2025-04-29T07:29:58.986Z,,
P_2025_04_29_0ACNVJ,2025-04-29 08:47:58.916,41,female,2025-04-29T08:47:57.555Z,2,3,0,2025-04-29T08:50:52.785Z,@deltagare31 jag kan hålla med,experiment2.html,,,
P_2025_04_29_IKGISX,2025-04-29 07:39:25.552,54,female,2025-04-29T07:39:24.276Z,3,4,0,2025-04-29T07:47:16.464Z,Jag tycker inte det är bra med en extra köttskatt. Visserligen bör vi äta mindre kött generellt men jag tycker det vore bra att främja inhemskt kött och bättre djurhållning. Kött är en viktig proteinkälla liksom mejerivaror och ägg. Att göra det dyrare för t ex barnfamiljer är ingen god idé,experiment2.html,2025-04-29T07:48:01.996Z,,
P_2025_04_29_U0I659,2025-04-29 07:56:17.314,53,male,2025-04-29T07:56:16.145Z,2,3,2,2025-04-29T07:58:18.900Z,Många av deltagarna har ett ovårdat språk. ,experiment3.html,2025-04-29T07:58:32.641Z,,
P_2025_04_29_EQLZV1,2025-04-29 07:59:45.783,60,female,2025-04-29T07:59:45.781Z,0,2,0,2025-04-29T08:01:59.256Z,I vår tid ska vi kunna äta den mat vi själva vill ha och önskar. Själv får jag magproblem av vissa grönsaker. Fisk äter jag sällan pga rädsla och illamående för ben i fisk. ,experiment3.html,2025-04-29T08:02:09.007Z,,
P_2025_04_29_R1JQNY,2025-04-29 16:11:09.782,53,female,2025-04-29T16:11:08.410Z,2,3,0,2025-04-29T16:15:10.512Z,Är det rätt väg att gå? Vi behöver produktion i Sverige både på kött och vegetabilier. Risken finns att skatt straffar det fina arbete som Sveriges bönder bidrar med!,experiment2.html,2025-04-29T16:16:48.965Z,Nej,Jag som normalt inte lämnar kommentarer fick reflektera och ta ställning. Vad tycker jag egentligen? Det finns ju alltid för- och nackdelar…
P_2025_04_29_CJBL2K,2025-04-29 08:00:04.002,25,female,2025-04-29T08:00:04.001Z,0,4,0,2025-04-29T08:13:17.150Z,"Det jag håller med artikeln om är att det finns stora etiska problem med köttindustrin som den ser ut idag. Min uppfattning är att det även än problematiskt för människors hälsa att är kött av dålig kvalite. Ex om man äter en höna som ätit mat av dålig kvalite, götts så den blir gravt överviktig och proppats full av mediciner i förebyggande syfte. Äter man den kvaliten av kött så verkar det som att det kan leda till problem som recistenta bakterier, att köttet inte alls blir lika näringsrikt, samt att det kan bidra till problem som ex östrogendominans. Äter man en höna som gått runt i solen och pickat fram maskar och ätit sånt som hönor ska äta, då tror jag det är hälsosamt att äta kött. Min uppfattning är att kött är en viktig källa av essentiell näring och att många får hällsoproblem som hormonella rubbningar, näringsbrister, m.m. av att inte äta kött. Jag känner att det är bättre för min hälsa att äta kött och tror det även gäller många andra. För de som känner att de kan äta veganskt eller vegetariskt och fortfarande må bra och vara hälsosamma så tycker jag det är ett mer etiskt val. ",experiment1.html,2025-04-29T08:14:40.512Z,Nooope,Trodde först att artikeln var fejk men försökte leva mig in i att den inte var det
P_2025_04_29_P8K7XR,2025-04-29 08:52:24.474,39,male,2025-04-29T08:52:24.472Z,3,3,0,2025-04-29T08:54:39.750Z,"Vår uppfödning och hantering av djuren är helt bisarr, det borde vara mycket dyrare att föda upp djuren och därmed dyrare att äta kött!",experiment2.html,2025-04-29T08:55:11.551Z,Nej,
P_2025_04_29_GFUQMM,2025-04-29 09:33:29.852,63,male,2025-04-29T09:33:28.725Z,0,3,2,2025-04-29T09:36:38.809Z,Jag håller med om att det är upp till varje person att välja det som man tycker om.,experiment4.html,,,
P_2025_04_29_FFKRUH,2025-04-29 09:43:08.086,23,male,2025-04-29T09:43:08.076Z,0,4,0,2025-04-29T09:43:48.076Z,En viktig aspekt är ,experiment4.html,,,
P_2025_04_29_I63KH3,2025-04-29 09:48:34.391,62,male,2025-04-29T09:48:34.390Z,2,3,1,2025-04-29T10:02:42.659Z,Ser detta som ett experiment och artikeln är inte uppbyggd med verifierad fakta. Många påståenden som inte är evidensbaserade. Mest skapade för att röra upp känslor och skapa diskussion. Brukar inte kommentera flamebait och tänker inte göra det nu heller. Hoppas kommentarer skapar bra resultat för examensarbetet.,experiment3.html,2025-04-29T10:06:00.759Z,,Noterade bara att kommentarerna inte var så konstruktiva. Har inte själv så stor lust att delta i ofruktsamma diskussioner på nätet som inte leder till något.
P_2025_04_29_CK0MYW,2025-04-29 18:32:45.869,53,male,2025-04-29T18:32:44.585Z,0,3,1,2025-04-29T18:33:19.474Z,Hej,experiment2.html,,,
P_2025_04_29_GXXRYS,2025-04-29 09:38:49.689,53,male,2025-04-29T09:38:49.687Z,0,3,1,2025-04-29T09:58:51.606Z,"Vi behöver äta en balanserad kost för att må bra. Självklart finns studier som visar att kött eller rött kött  inte är hälsosamt. Samtidigt finns studier som visar att det är nästintill neutralt för hälsan eller till och med positivt. Detta är giltigt för all forskning oavsett område. Många växter som används i livsmedel innehåller ohälsosamma gifter, både naturligt från växten och från odling. Att beskatta livsmedel med punktskatter kommer såklart att påverka efterfrågan. Personligen vill jag inte se en utveckling med fler pekpinnar och pålagor som begränsar frihet och gör vanligt folk fattigare. Låt var och en göra sina egna informerade och kloka val. ",experiment4.html,2025-04-29T10:01:29.538Z,Nej,"För mig var artikeltexten triggande och kommentarerna ännu mer triggande. I de få fall jag svarar på inlägg eller kommenterar så brukar jag hålla en god ton. Men tror att uppmaningen att ""andas i 10 sekunder"" hjälper några. De hopplösa fallen kan inte hjälpas, där har kapsylen åkt av och kan inte sättas tillbaks."
P_2025_04_29_TQRSGF,2025-04-29 10:29:38.631,40,female,2025-04-29T10:29:37.462Z,4,3,0,2025-04-29T10:34:34.402Z,Jättebra att höja skatt på kött så att man också kan sänka momsen på grönt ,experiment2.html,,,
P_2025_04_29_SNUZMT,2025-04-29 13:15:49.056,53,male,2025-04-29T13:15:47.916Z,0,3,0,2025-04-29T13:17:56.127Z,Har en aversion i allmänhet mot att använda skatt som incitament. Gillar det inte. MEN: om det nu skulle ha alla dessa (potentiella) positiva effekter OCH att den skatt som man drar in verkligen kan dirigeras i rätt riktning (hur man nu skulle lyckas med det?) så skulle jag kunna tänka mig att rösta ja,experiment2.html,2025-04-29T13:20:45.332Z,Nope,"Ja, att det är så många som kan bli sååå upprörda kring en så enkel sak som kött(skatt). Anar därför att just dessa typ av individer är relativt ""lättkränkta"" och hörs (relativt sett) mycket mer än andra. "
P_2025_04_29_N7DA42,2025-04-29 10:53:20.598,49,female,2025-04-29T10:53:19.283Z,3,4,0,2025-04-29T11:16:29.243Z,"Meat consumption must not be considered as unhealthy act, therefore meat should not be taxed. I practiced Vegetarianism and Veganism in total 10 years but had a negative impact on me both mentally and physically. These decision must not be induced by no means of taxing. Meat is already really expensive here in Sweden and 20% more tax can make huge burden on the households. Only rich can eat meat doesn't make sense as meat is actually the most important and easiest protein source. @deltagare 27, I actually doubt whether the tax will truly benefit Swedish farmers in the long run. It’s unclear whether the revenue from tax break will support them, or if it will instead lead to a drop in overall sales or increased reliance on cheaper imported meat, which could end up harming local farmers.... ",experiment4.html,2025-04-29T11:18:22.826Z,no,I really liked the design to explore how the text reading part  may impact our opinion. 
P_2025_04_29_2TMPQ1,2025-04-29 12:14:04.426,46,female,2025-04-29T12:14:03.125Z,2,2,1,2025-04-29T12:19:09.136Z,Jag tycker inte att vi ska ha en köttskatt. Konsumenter borde dock vara noggranna med att välja svenskt kött för att gynna vårat civilförsvar och egna livsmedelsproduktion vilket är extra viktigt i dessa orolig tider,experiment1.html,2025-04-29T12:19:22.285Z,,
P_2025_04_29_JZ9AVY,2025-04-29 13:40:10.683,59,female,2025-04-29T13:40:09.421Z,0,3,0,2025-04-29T13:47:14.823Z,"Visst kan vi minska vår konsumtion av kött, men det är bra mat för oss. Dessutom har vi svårt att vara självförsörjande på vegansk mat. Tofu och soja funkar inte helt.
Lagom är bäst",experiment2.html,2025-04-29T13:48:12.123Z,Nej,
P_2025_04_29_KYON8Y,2025-04-29 15:21:50.648,,,,,,,,,,,,
P_2025_04_29_3MSQ7G,2025-04-29 18:15:34.057,54,female,2025-04-29T18:15:32.878Z,2,3,0,2025-04-29T18:17:11.514Z, Oj,experiment3.html,,,
P_2025_04_30_2ESXK9,2025-04-30 06:30:26.88,55,female,2025-04-30T06:30:26.863Z,0,3,2,2025-04-30T06:43:45.605Z,Artikeln är skriven så att man bara vill säga emot tycker jag. Speciellt när det kommer till djurens lidande då det är många lösa påståenden (tyckanden och ej forskningsbaserade åsikter). Men det är ju inte första gången man läser att vi behöver minska köttkonsumtionen. Men en kultur (där kött är basen i maten) är svår att ändra och det krävs både tid och mycket information/utbildning/goda exempel mm. ,experiment2.html,2025-04-30T06:44:34.215Z,,
P_2025_04_29_NHFYBR,2025-04-29 18:46:27.949,52,female,2025-04-29T18:46:26.805Z,1,4,4,2025-04-29T18:50:08.065Z,"Jag tror inte att vi är redo för att införa detta just nu som läget ser runt om i världen med krig,ökad polarisering och handelstullar mm.",experiment3.html,2025-04-29T18:50:32.005Z,Allt gick väldigt smidigt ,
P_2025_04_29_DWC91I,2025-04-29 20:53:43.399,47,female,2025-04-29T20:53:42.223Z,2,2,0,2025-04-29T21:01:59.896Z,Det är alltid en god idé att hjälpa folk att välja ett bättre alternativ. ,experiment1.html,2025-04-29T21:02:26.060Z,,
P_2025_04_29_NNNFUH,2025-04-29 19:10:48.848,52,female,2025-04-29T19:10:47.679Z,2,3,1,2025-04-29T19:15:47.059Z,Varför måste allt vara så svart eller vitt hela tiden? Vart tog den gamla hederliga medelvägen vägen i kommentarsfälten? ,experiment4.html,2025-04-29T19:16:21.097Z,,
P_2025_04_29_BWO8M0,2025-04-29 19:33:50.09,40,female,2025-04-29T19:33:48.845Z,1,3,0,2025-04-29T19:38:17.698Z,Jag har för lite fakta i ämnet för att kommentera ,experiment3.html,,,
P_2025_04_29_AO4TUE,2025-04-29 19:53:11.43,22,female,2025-04-29T19:53:10.282Z,2,4,0,2025-04-29T20:05:18.110Z,Jag tycker att det vore bra om köttkonsumtion minskade framför allt för miljöns skull. Men det är även många djur som lider så hårdare krav behövs. En köttskatt skulle kunna vara ett sätt att påverka detta,experiment3.html,2025-04-29T20:05:27.374Z,,
P_2025_04_30_0MCWJD,2025-04-30 05:50:55.439,59,female,2025-04-30T05:50:54.126Z,0,3,0,2025-04-30T05:52:27.272Z,Idiotiskt med köttskatt,experiment1.html,2025-04-30T05:53:05.697Z,,
P_2025_04_29_0MI1R5,2025-04-29 20:22:55.973,77,female,2025-04-29T20:22:54.826Z,0,2,3,2025-04-29T20:33:17.983Z,"Jag tror på en allsidig kost, inklusive kött. Då menar jag inte att det skall köpas i billighetsaffärer. Vi handlar vårt kött redan idag till "" skattade priser"",- hos Eko-bonden, äter ofta renkött. Att beskatta skulle endast leda till att människor med skrala kassor skulle äta mycket sämre. Kor och får behövs för öppna landskap, deras kött är en viktig näringskälla! Skatt på allt som är onyttig?  Tobak, socker, egalt, den som jublar mest är regeringen. Vuxna människor skall kunna bestämma själva",experiment4.html,2025-04-29T20:47:16.481Z,,"Ämnet är, tycker jag, mycket brännbart. Det pågår (för) ofta mycket hetsiga diskussioner runt matborden. Jag har upplevt att folk har militant försökt uppfostra andra att äta vegansk mat.- I vår familj har vi minskad konsumtionen betydligt. Vi har vänner och familj som väljer bort kött helt utan att det leder till dålig stämning, det är ok. SKATT är inte ok. Skatt på tobak, skatt på allt,- rökförbud och köttförbud och så många förbud som fyller skattkistan och tillfredställer de rättrogna att slå sig för bröstet,- usch...."
P_2025_04_30_P8GQ6O,2025-04-30 03:42:34.318,52,female,2025-04-30T03:42:33.153Z,2,3,2,2025-04-30T03:43:34.433Z,Svårt- jag tror på mer lagom. Äta bra kött närodlat.,experiment2.html,2025-04-30T03:43:40.448Z,,
P_2025_04_30_B1FLXG,2025-04-30 05:11:39.745,56,female,2025-04-30T05:11:38.562Z,1,0,0,2025-04-30T05:15:20.776Z,Jag tycker att vi borde jobba för att djuren ska hanteras bättre än vad de gör idag. Snarare än en skatt på kött. ,experiment1.html,2025-04-30T05:16:06.525Z,,
P_2025_04_30_CZKHZI,2025-04-30 06:26:24.175,23,female,2025-04-30T06:26:23.037Z,2,3,0,2025-04-30T06:28:07.381Z,Det här får mig att fundera på köttskatt,experiment4.html,,,
P_2025_04_30_D7OD3I,2025-04-30 10:04:16.563,26,male,2025-04-30T10:04:15.366Z,1,3,0,2025-04-30T10:08:51.567Z,"@deltagare23 Jag håller med. Det talas inte tillräckligt om hur beskattning främst får negativa konsekvenser för de fattiga, medan de rika knappt berörs.",experiment4.html,,,
P_2025_04_30_KSZG4Y,2025-04-30 10:16:27.802,41,female,2025-04-30T10:16:26.420Z,2,4,0,2025-04-30T10:26:45.482Z,Vissa kommentarer gör mig mörkrädd 🙈,experiment4.html,2025-04-30T10:27:10.962Z,,
P_2025_05_01_JYHA8Q,2025-05-01 18:24:35.247,47,female,2025-05-01T18:24:33.951Z,3,3,0,2025-05-01T18:28:09.616Z,"Intressant, jag kan tänka mig att minska ner på mitt köttätande och en högre skatt skulle kanske bidra till att jag köper kött mer sällan. Men är det verkligen så att några kronor mer får fler att skippa köttet? ",experiment3.html,2025-05-01T18:30:07.433Z,Nej,"Jag blev irriterad som ofta när man läser inlägg på hur osakliga och icke faktaorienterade folk är, alla går på känsla och tycker därför de har rätt. De tycker alla andra är idioter för att de inte TYCKER som de. Vad hände med faktabaserade diskussioner? "
P_2025_04_30_I0P9TO,2025-04-30 12:28:16.495,52,female,2025-04-30T12:28:15.166Z,0,4,0,2025-04-30T12:32:55.425Z,Jag ser hellre att man arbetar för bättre djurhållning och informationskampanjer för vegetariska /veganska alternativ. ,experiment3.html,2025-04-30T12:34:35.304Z,Nej inte alls. ,"Den råa tonen i en del av kommentarerna. Inte förvånande kanske, men tråkigt. "
P_2025_05_01_B5NG2S,2025-05-01 13:25:31.201,49,female,2025-05-01T13:25:29.892Z,4,2,3,2025-05-01T13:31:31.941Z,"Flera av kommentarerna är reaktioner på att artikeln är så ensidigt formulerad. Det är bra för debatten att även andra åsikter och fakta/forskning bemöts. Jag holler helt med om slutsatsen att en skatt på kött skulle vara bra för både klimat, djur och befolkningens hälsa. Men för att ge fler möjlighet att ta till sig av artikelns budskap så tror jag att  argumentationen behöver vara mer nyanserad. ",experiment3.html,2025-05-01T13:31:53.202Z,,
P_2025_04_30_1186LG,2025-04-30 12:48:54.572,40,female,2025-04-30T12:48:53.393Z,3,3,0,2025-04-30T12:51:18.012Z,Köttskatt👍🏻,experiment2.html,2025-04-30T12:51:57.805Z,,
P_2025_04_30_83AP04,2025-04-30 15:31:17.234,42,female,2025-04-30T15:31:16.015Z,2,4,0,2025-04-30T15:34:27.473Z,"Det kan vara en klok åtgärd för att minska klimatpåverkan och det bör definitivt sättas i relation till andra åtgärder, såsom återinförd reduktionsplikt. Gör det som ger mest och bäst effekt!",experiment3.html,,,
P_2025_04_30_6K8EHP,2025-04-30 18:36:13.546,55,female,2025-04-30T18:36:12.337Z,0,3,0,2025-04-30T18:37:36.087Z,Vi kan äta mindre kött utan köttskatt ,experiment2.html,2025-04-30T18:38:27.892Z,,
P_2025_04_30_F3C3WA,2025-04-30 18:46:23.247,52,female,2025-04-30T18:46:21.886Z,3,3,0,2025-04-30T18:50:43.679Z,Helt ok med mer skatt men egentligen kanske jag skulle uppskatta 0 skatt/moms på nyttiga varor istället. Gör det billigare att äta rätt.,experiment3.html,,,
P_2025_05_01_DW79ZM,2025-05-01 17:04:39.203,51,female,2025-05-01T17:04:37.948Z,2,3,0,2025-05-01T17:06:05.319Z,Jag tycker att nötkött mkt väl kan vara dyrare än andra protein som har mindre miljöpåverkan. ,experiment3.html,2025-05-01T17:06:16.358Z,,
P_2025_05_01_LHFTCL,2025-05-01 11:34:34.302,52,female,2025-05-01T11:34:33.039Z,2,3,0,2025-05-01T11:42:39.805Z,Finas stor risk att Köttskatt skulle tvinga producenterna att sänka kvaliteten för att sänka kostnaderna vilket skulle ge motsatt effekt,experiment4.html,2025-05-01T11:43:25.053Z,,
P_2025_05_01_M9CQO6,2025-05-01 13:42:35.546,46,male,2025-05-01T13:42:34.215Z,2,3,0,2025-05-01T13:48:29.640Z,"Skatter är ett bra sätt att trycka ner konsumtionen av något, likt bensin och alkohol. Bäst vore att kunna beskatta kött från  gårdsuppfödda  djur med lägre miljöpåverkan mindre. ",experiment3.html,2025-05-01T13:49:37.907Z,Nej,Inget särskilt 
P_2025_05_01_DC73JF,2025-05-01 20:06:42.839,36,female,2025-05-01T20:06:41.764Z,2,4,0,2025-05-01T20:09:20.570Z,Om köttskatt medför att flera börjar äta mer varierat är det bra för de och för miljön. ,experiment2.html,,,
